,Country,ISO 3166-1 alpha-3,Year,Total,Coal,Oil,Gas,Cement,Flaring,Other,Per Capita
25295,Iceland,ISL,2021,3.374964,0.667573,2.526131,0.0002,,0.174873,0.006187,9.113272
25562,India,IND,2016,2383.815964,1529.990408,613.165557,113.622467,123.281311,3.756221,,1.780779
25563,India,IND,2017,2434.867906,1560.98815,631.08743,118.922003,121.047241,2.823083,,1.798018
25564,India,IND,2018,2600.446463,1677.600364,655.190293,126.201229,138.964893,2.489684,,1.899518
25565,India,IND,2019,2626.459473,1677.653708,674.011463,128.675994,143.664137,2.454171,,1.898949
25566,India,IND,2020,2445.011942,1588.060207,603.60216,127.63538,122.908202,2.805994,,1.750956
25567,India,IND,2021,2709.683625,1802.311897,622.148121,133.450811,149.001244,2.771552,,1.925088
25834,Indonesia,IDN,2016,552.651509,206.32789,221.338576,91.185968,28.70984,5.089235,,2.110564
25835,Indonesia,IDN,2017,567.25477,221.093265,228.470295,84.338533,28.96566,4.387018,,2.14464
25836,Indonesia,IDN,2018,603.657099,262.222125,222.508652,84.147901,30.832,3.946421,,2.260322
25837,Indonesia,IDN,2019,659.435739,315.400701,222.18496,87.910352,30.156,3.783726,,2.446134
25838,Indonesia,IDN,2020,609.786127,300.517866,202.578967,74.960878,28.203453,3.524962,,2.243032
25839,Indonesia,IDN,2021,619.277533,303.153575,210.249416,74.087852,28.637353,3.149338,,2.262175
26106,Iraq,IRQ,2016,194.010857,0.0,142.536928,14.285936,4.191135,32.996858,,5.013467
26107,Iraq,IRQ,2017,211.71128,0.0,154.40096,19.225008,4.540397,33.544915,,5.343389
26108,Iraq,IRQ,2018,213.431081,0.0,144.651056,30.488144,4.889658,33.402223,,5.258128
